"Risk
ID","Item
Description",Function,Tech. Class,Novel Aspects,"Failure
Mode","Failure 
Effects
(Local, WEC, System)","Failure
Cause(s)","Initial Mode
 of
Operation
","Risk Reduction 
Design","Preventative
Detection","Post Failure
Detection","Post Failure
Repair
Strategy 
(automated, manual)",Occurrence,Human Safety,Environment,Operation,Assets,Human Safety,Environment,Operation,Assets,"Recommended
Actions",Responsible Party,"Actions
Taken",Occurrence,Human Safety,Environment,Operation,Assets,Human Safety,Environment,Operation,Assets,"2nd Recommended
Actions",Responsible Party (2nd),"Actions
Taken (2nd)",Occurrence,Human Safety,Environment,Operation,Assets,Human Safety,Environment,Operation,Assets,"Status
(open or closed)",Notes
0736-2,Tether Shackles and pendant,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",Snap loads,Normal,none,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",4,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) load cases to include investigation of snap loading
3) Design to demonstrate that the mooring lines are to break first in the event of excessive loading in order to prevent any damage to the connection points on the WEC hull area such that dry dock repair is not necessary in the event of line failure
4) A salvage/emergency response plan to be defined prior to first deployment, stating the mitigating actions for the failure and the expected time window for the  operation(s) to be carried out. It needs to be demonstrated that the expected time window is achievable for the sudden occurrence of the event",,,,,,,,,,,,,,,,,,,,,,,,,
0736-3,Tether Shackles and pendant,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",fatigue induced damage,Normal,none,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) Design to demonstrate that the mooring lines are to break first in the event of excessive loading in order to prevent any damage to the connection points on the WEC hull area such that dry dock repair is not necessary in the event of line failure
5) A salvage/emergency response plan to be defined prior to first deployment, stating the mitigating actions for the failure and the expected time window for the  operation(s) to be carried out. It needs to be demonstrated that the expected time window is achievable for the sudden occurrence of the event",,,,,,,,,,,,,,,,,,,,,,,,,
0736-4,Tether Shackles and pendant,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",Non-service ship strike,Normal,"1) tether is 4+ meters below surface, below most ship's hulls
2) Lights, radar reflectors (e.g. visibility)",none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",3,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Design to demonstrate that the mooring lines are to break first in the event of excessive loading in order to prevent any damage to the connection points on the WEC hull area such that dry dock repair is not necessary in the event of line failure
3) establish exclusion zone at deployed area",,,,,,,,,,,,,,,,,,,,,,,,,
0736-5,Tether Shackles and pendant,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Vandalism/ negligence,Normal,1) surveillance system,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",4,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2)  establish exclusion zone at deployed area",,,,,,,,,,,,,,,,,,,,,,,,,
0736-6,Tether Shackles and pendant,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Corrosion,Normal,1) Material selection  and component sizing,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) CPwr to confirm that corrosion allowance has been considered in the structural design; if not, corrosion allowance to be defined as per DNV-OS-E301 with annual inspection",,,,,,,,,,,,,,,,,,,,,,,,,
0747-1,Mooring load cell,Measure mooring line tension,1,None,Structural failure,"1) No mooring tension data for this line
2) Lanyard takes load",Extreme load induced damage,Normal,1) Mechanically backed up by lanyard (0749),none,1) Mooring load cell diagnostics,Replace on site,5,1,1,4,5,Low,Low,Low,Low,none,,,,,,,,,,,,,,,,,,,,,,,,,
0747-2,Mooring load cell,Measure mooring line tension,1,None,Structural failure,"1) No mooring tension data for this line
2) Lanyard takes load",Non-service ship strike,Normal,"1) Mechanically backed up by lanyard (0749)
2) Lights, radar reflectors (e.g. visibility)",none,1) Mooring load cell diagnostics,Replace on site,1,2,1,4,5,Low,Low,Low,Low,1)  establish exclusion zone at deployed area,,,,,,,,,,,,,,,,,,,,,,,,,
0747-3,Mooring load cell,Measure mooring line tension,1,None,Structural failure,"1) No mooring tension data for this line
2) Lanyard takes load","Corrosion, fatigue induced damage",Normal,"1) Mechanically backed up by lanyard (0749)
2) Material selection  and component sizing","Regularly scheduled visual inspection, with repair/ replacement as needed",1) Mooring load cell diagnostics,Replace on site,5,1,1,4,5,Low,Low,Low,Low,none,,,,,,,,,,,,,,,,,,,,,,,,,
0781-1,Existing Anchors,Anchoring point to the sea bed,2,"Loading
Long term seabed conditions",Anchor failure (material failure),"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",Extreme load,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",4,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) Evidence of anchor capacity at deployed site (via full scale testing after installation) to be provided to demonstrate the capacity is within the design criteria.",1) Marine contractor feasibility study,,,,,,,,,,,,,,,,,,,,,,,,
0781-2,Existing Anchors,Anchoring point to the sea bed,2,"Loading
Long term seabed conditions",Anchor failure (material failure),"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",Fatigue/cyclic loading,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.",,,,,,,,,,,,,,,,,,,,,,,,,
0781-3,Existing Anchors,Anchoring point to the sea bed,2,"Loading
Long term seabed conditions",Loss in anchoring capacity,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",sediment loss,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",4,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Definition of different levels of acceptance criteria for embedment of drag anchors with the associate action plan depending on the severity of the issue. Regular inspection of the anchors shall be checked against the acceptance criteria.",,,,,,,,,,,,,,,,,,,,,,,,,
0781-4,Existing Anchors,Anchoring point to the sea bed,2,"Loading
Long term seabed conditions",Loss in anchoring capacity,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",Fatigue/cyclic loading,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) Definition of different levels of acceptance criteria for embedment of drag anchors with the associate action plan depending on the severity of the issue. Regular inspection of the anchors shall be checked against the acceptance criteria",,,,,,,,,,,,,,,,,,,,,,,,,
0782-1,Existing Chains,Provide restoring force for the mooring system,2,"Loading
Sea bed conditions (long term)",Yield/ Crack,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",Extreme load,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",5,1,1,9,7,Low,Low,Med,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) Evidence of anchor capacity at deployed site (via full scale testing after installation) to be provided to demonstrate the capacity is within the design criteria.",,,,,,,,,,,,,,,,,,,,,,,,,
0782-2,Existing Chains,Provide restoring force for the mooring system,2,"Loading
Sea bed conditions (long term)",Yield/ Crack,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",Fatigue/cyclic loading,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0782-3,Existing Chains,Provide restoring force for the mooring system,2,"Loading
Sea bed conditions (long term)",Yield/ Crack,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",Excessive load due to higher seabed friction,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",5,1,1,9,7,Low,Low,Med,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Seabed friction to take into account the uncertainties of the long term soil characteristics.
3) CPwr to demonstrate the seabed friction in the mooring load derivation is conservative for the site, including evidence from site assessment.
4) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,"1) note that, by design, mooring chain will be in contact with sea bed after installation"
0782-4,Existing Chains,Provide restoring force for the mooring system,2,"Loading
Sea bed conditions (long term)",Yield/ Crack,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",Excessive load on the chain due to embedment of mooring chain into the seabed,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",5,1,1,9,7,Low,Low,Med,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Derivation of mooring load to take into account the embedment of mooring chain into the sea bed. The definition of level of embedment need to correlate with the soil characteristics on the sea bed from the site assessment.
3) Regular inspection to be carried out to ensure embedment of the mooring chain is within the acceptable limits. 
4) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,"1) note that, by design, mooring chain will be in contact with sea bed after installation"
0784-1,Existing Floats,Provide buoyancy to maintain tension in mooring lines,2,"Loading
Long term buoyancy loss",Collapse/loss of buoyancy,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Non-service ship strike,Normal,"1) Redundant system
2) Lights, radar reflectors (e.g. visibility)",none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",3,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) establish exclusion zone at deployed area",,,,,,,,,,,,,,,,,,,,,,,,,
0784-2,Existing Floats,Provide buoyancy to maintain tension in mooring lines,2,"Loading
Long term buoyancy loss",Collapse/loss of buoyancy,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Material degradation leading to loss of buoyancy,Normal,"1) Redundant system
2) Material selection  and component sizing",Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Inspection of buoy to detect loss of buoyancy or damage to be implemented
3) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0785-1,Existing Sinkers,Reduce uplift,2,"Loading
Sea bed friction",Fracture,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",Impact on the sea floor,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",7,1,1,9,7,Low,Low,High,Med,"1) design to show that hawser line to fail before anchor uplift
2) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0785-2,Existing Sinkers,Reduce uplift,2,"Loading
Sea bed friction",Fracture,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",Snap load,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",5,1,1,9,7,Low,Low,Med,Med,"1) load cases to include investigation of snap loading
2) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0785-3,Existing Sinkers,Reduce uplift,2,"Loading
Sea bed friction",Fracture,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",Fatigue,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",7,1,1,9,7,Low,Low,High,Med,"1) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
2) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
3) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0785-4,Existing Sinkers,Reduce uplift,2,"Loading
Sea bed friction",Fracture,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",Abrasion,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",5,1,1,9,7,Low,Low,Med,Med,"1) design to show that hawser line to fail before anchor uplift
2) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0785-5,Existing Sinkers,Reduce uplift,2,"Loading
Sea bed friction",Fracture,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",Excessive load on the sinker chain due to embedment of sinker into the seabed,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",5,1,1,9,7,Low,Low,Med,Med,"1) Regular inspection to be carried out to ensure embedment of the sinkers are within the acceptable limits. 
2) 3rd party certification of characteristics of used mooring components to be provided",Regular,inspection,to,be,carried,out,to,ensure,embedment,of,the,mooring,chain,is,within,the,acceptable,limits.,,,,,,,
0786-1,Existing Shackles,"Connection points between mooring lines, mooring lines and buoy.",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Extreme load induced damage (Overload),Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",5,1,1,9,7,Low,Low,Med,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0786-2,Existing Shackles,"Connection points between mooring lines, mooring lines and buoy.",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Snap loads,Normal,1) Redundant system,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",5,1,1,9,7,Low,Low,Med,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) load cases to include investigation of snap loading
3) 3rd party certification of characteristics of used mooring components to be provided
",,,,,,,,,,,,,,,,,,,,,,,,,
0786-3,Existing Shackles,"Connection points between mooring lines, mooring lines and buoy.",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",fatigue induced damage,Normal,1) Redundant system,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) Load derivation methodology to take into account the uncertainties in the loading due to site characterisation measurements and hydrodynamic modelling. 
3) CPwr to demonstrate the derivation of loading is conservative for the site, including providing evidence from site assessment and validation of the overall loading upon deployment.
4) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0786-4,Existing Shackles,"Connection points between mooring lines, mooring lines and buoy.",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Non-service ship strike,Normal,"1) Redundant system
2) Lights, radar reflectors (e.g. visibility)",none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",3,1,1,9,7,Low,Low,Med,Low,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) establish exclusion zone at deployed area
3) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
0786-5,Existing Shackles,"Connection points between mooring lines, mooring lines and buoy.",2,Loading,Yield/crack,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",Corrosion,Normal,"1) Redundant system
2) Material selection  and component sizing",Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity","Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
",7,1,1,9,7,Low,Low,High,Med,"1) design of umibilical to incorporate repairable weak link to allow for shorter repair time and reduced cost of failure
2) CPwr to confirm that corrosion allowance has been considered in the structural design; if not, corrosion allowance to be defined as per DNV-OS-E301 with annual inspection
3) 3rd party certification of characteristics of used mooring components to be provided",,,,,,,,,,,,,,,,,,,,,,,,,
